№	Card name
233	Aura Shards
234	Backlash
235	Barrin's Spite
236	Blazing Specter
237	Captain Sisay
238	Cauldron Dance
239	Charging Troll
240	Cinder Shade
241	Coalition Victory
242	Crosis, the Purger
243	Darigaaz, the Igniter
244	Dromar, the Banisher
245	Dueling Grounds
246	Fires of Yavimaya
247	Frenzied Tilling
248	Galina's Knight
249	Hanna, Ship's Navigator
250	Heroes' Reunion
251	Horned Cheetah
252	Hunting Kavu
253	Kangee, Aerie Keeper
254	Llanowar Knight
255	Lobotomy
256	Meteor Storm
257	Noble Panther
258	Ordered Migration
259	Overabundance
260	Plague Spores
261	Pyre Zombie
262	Raging Kavu
263	Reckless Assault
264	Recoil
265	Reviving Vapors
266	Riptide Crab
267	Rith, the Awakener
268	Sabertooth Nishoba
269	Samite Archer
270	Seer's Vision
271	Shivan Zombie
272	Simoon
273	Sleeper's Robe
274	Slinking Serpent
275	Smoldering Tar
276	Spinal Embrace
277	Stalking Assassin
278	Sterling Grove
279	Teferi's Moat
280	Treva, the Renewer
281	Tsabo Tavoc
282	Undermine
283	Urborg Drake
284	Vicious Kavu
285	Vile Consumption
286	Vodalian Zombie
287	Void
288	Voracious Cobra
289	Wings of Hope
290	Yavimaya Barbarian
291	Yavimaya Kavu
292a	Stand (Stand/Deliver)
292b	Deliver (Stand/Deliver)
293a	Spite (Spite/Malice)
293b	Malice (Spite/Malice)
294a	Pain (Pain/Suffering)
294b	Suffering (Pain/Suffering)
295a	Assault (Assault/Battery)
295b	Battery (Assault/Battery)
296a	Wax (Wax/Wane)
296b	Wane (Wax/Wane)
297	Alloy Golem
298	Bloodstone Cameo
299	Chromatic Sphere
300	Crosis's Attendant
301	Darigaaz's Attendant
302	Drake-Skull Cameo
303	Dromar's Attendant
304	Juntu Stakes
305	Lotus Guardian
306	Phyrexian Altar
307	Phyrexian Lens
308	Planar Portal
309	Power Armor
310	Rith's Attendant
311	Seashell Cameo
312	Sparring Golem
313	Tek
314	Tigereye Cameo
315	Treva's Attendant
316	Troll-Horn Cameo
317	Tsabo's Web
318	Urza's Filter
319	Ancient Spring
320	Archaeological Dig
321	Coastal Tower
322	Elfhame Palace
323	Geothermal Crevice
324	Irrigation Ditch
325	Keldon Necropolis
326	Salt Marsh
327	Shivan Oasis
328	Sulfur Vent
329	Tinder Farm
330	Urborg Volcano
331	Plains
332	Plains
333	Plains
334	Plains
335	Island
336	Island
337	Island
338	Island
339	Swamp
340	Swamp
341	Swamp
342	Swamp
343	Mountain
344	Mountain
345	Mountain
346	Mountain
347	Forest
348	Forest
349	Forest
350	Forest
