№	Card name
220	Kashi-Tribe Reaver
221	Kashi-Tribe Warriors
222	Kodama of the North Tree
223	Kodama of the South Tree
224	Kodama's Might
225	Kodama's Reach
226	Lure
227	Matsu-Tribe Decoy
228	Moss Kami
229	Myojin of Life's Web
230	Nature's Will
231	Orbweaver Kumo
232	Order of the Sacred Bell
233a	Orochi Eggwatcher
233b	Shidako, Broodmistress
234	Orochi Leafcaller
235	Orochi Ranger
236	Orochi Sustainer
237	Rootrunner
238	Sachi, Daughter of Seshiro
239	Sakura-Tribe Elder
240	Serpent Skin
241	Seshiro the Anointed
242	Shisato, Whispering Hunter
243	Soilshaper
244	Sosuke, Son of Seshiro
245	Strength of Cedars
246	Thousand-legged Kami
247	Time of Need
248	Venerable Kumo
249	Vine Kami
250	Wear Away
251	General's Kabuto
252	Hair-Strung Koto
253	Hankyu
254	Honor-Worn Shaku
255	Imi Statue
256	Jade Idol
257	Journeyer's Kite
258	Junkyo Bell
259	Konda's Banner
260	Kusari-Gama
261	Long-Forgotten Gohei
262	Moonring Mirror
263	Nine-Ringed Bo
264	No-Dachi
265	Oathkeeper, Takeno's Daisho
266	Orochi Hatchery
267	Reito Lantern
268	Sensei's Divining Top
269	Shell of the Last Kappa
270	Tatsumasa, the Dragon's Fang
271	Tenza, Godo's Maul
272	Uba Mask
273	Boseiju, Who Shelters All
274	Cloudcrest Lake
275	Eiganjo Castle
276	Forbidden Orchard
277	Hall of the Bandit Lord
278	Lantern-Lit Graveyard
279	Minamo, School at Water's Edge
280	Okina, Temple to the Grandfathers
281	Pinecrest Ridge
282	Shinka, the Bloodsoaked Keep
283	Shizo, Death's Storehouse
284	Tranquil Garden
285	Untaidake, the Cloud Keeper
286	Waterveil Cavern
287	Plains
288	Plains
289	Plains
290	Plains
291	Island
292	Island
293	Island
294	Island
295	Swamp
296	Swamp
297	Swamp
298	Swamp
299	Mountain
300	Mountain
301	Mountain
302	Mountain
303	Forest
304	Forest
305	Forest
306	Forest
