№	Card name
241	Seedcradle Witch
242	Shield of the Oversoul
243	Wheel of Sun and Moon
244	Wilt-Leaf Cavaliers
245	Wilt-Leaf Liege
246	Blazethorn Scarecrow
247	Blight Sickle
248	Cauldron of Souls
249	Chainbreaker
250	Elsewhere Flask
251	Gnarled Effigy
252	Grim Poppet
253	Heap Doll
254	Illuminated Folio
255	Lockjaw Snapper
256	Lurebound Scarecrow
257	Painter's Servant
258	Pili-Pala
259	Rattleblaze Scarecrow
260	Reaper King
261	Revelsong Horn
262	Scrapbasket
263	Scuttlemutt
264	Tatterkite
265	Thornwatch Scarecrow
266	Trip Noose
267	Umbral Mantle
268	Watchwing Scarecrow
269	Wicker Warcrawler
270	Wingrattle Scarecrow
271	Fire-Lit Thicket
272	Graven Cairns
273	Leechridden Swamp
274	Madblind Mountain
275	Mistveil Plains
276	Moonring Island
277	Mystic Gate
278	Reflecting Pool
279	Sapseep Forest
280	Sunken Ruins
281	Wooded Bastion
282	Plains
283	Plains
284	Plains
285	Plains
286	Island
287	Island
288	Island
289	Island
290	Swamp
291	Swamp
292	Swamp
293	Swamp
294	Mountain
295	Mountain
296	Mountain
297	Mountain
298	Forest
299	Forest
300	Forest
301	Forest
